Year,Leading Cause,Sex,Race Ethnicity,Deaths
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,White Non-Hispanic,4220
2014,Cerebrovascular Disease (Stroke: I60-I69),Male,Other Race/ Ethnicity,7
2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Black Non-Hispanic,87
2007,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,164
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,White Non-Hispanic,4507
2009,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,51
2007,Mental and Behavioral Disorders due to Use of Alcohol (F10),Male,Not Stated/Unknown,0
2012,Diabetes Mellitus (E10-E14),Female,Black Non-Hispanic,409
2009,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,7
2014,Influenza (Flu) and Pneumonia (J09-J18),Female,White Non-Hispanic,563
2012,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Black Non-Hispanic,214
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,151
2008,Influenza (Flu) and Pneumonia (J09-J18),Female,White Non-Hispanic,621
2008,Chronic Lower Respiratory Diseases (J40-J47),Female,Black Non-Hispanic,191
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,38
2011,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,209
2013,Chronic Lower Respiratory Diseases (J40-J47),Male,Other Race/ Ethnicity,0
2009,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Black Non-Hispanic,227
2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,5
2010,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,6
2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,White Non-Hispanic,5632
2007,All Other Causes,Male,Not Stated/Unknown,43
2011,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,11
2011,Influenza (Flu) and Pneumonia (J09-J18),Male,Black Non-Hispanic,243
2008,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1046
2009,Alzheimer's Disease (G30),Female,White Non-Hispanic,205
2008,Diabetes Mellitus (E10-E14),Male,White Non-Hispanic,246
2014,Diabetes Mellitus (E10-E14),Male,White Non-Hispanic,292
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Black Non-Hispanic,148
2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Not Stated/Unknown,8
2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Asian and Pacific Islander,30
2011,Alzheimer's Disease (G30),Female,Other Race/ Ethnicity,0
2011,Tuberculosis (A16-A19),Female,Not Stated/Unknown,0
2013,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Hispanic,122
2007,"Assault (Homicide: Y87.1, X85-Y09)",Male,Not Stated/Unknown,0
2014,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,191
2008,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,65
2007,Malignant Neoplasms (Cancer: C00-C97),Female,White Non-Hispanic,3518
2011,Influenza (Flu) and Pneumonia (J09-J18),Female,White Non-Hispanic,696
2012,Influenza (Flu) and Pneumonia (J09-J18),Male,White Non-Hispanic,540
2011,Alzheimer's Disease (G30),Female,Asian and Pacific Islander,24
2010,Mental and Behavioral Disorders due to Use of Alcohol (F10),Male,Other Race/ Ethnicity,0
2008,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,0
2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Black Non-Hispanic,277
2011,Alzheimer's Disease (G30),Female,Hispanic,90
2009,"Assault (Homicide: Y87.1, X85-Y09)",Male,Black Non-Hispanic,255
2013,Malignant Neoplasms (Cancer: C00-C97),Male,Black Non-Hispanic,1592
2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Asian and Pacific Islander,26
2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Not Stated/Unknown,8
2008,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Hispanic,113
2013,Diabetes Mellitus (E10-E14),Male,Black Non-Hispanic,300
2009,Influenza (Flu) and Pneumonia (J09-J18),Female,Other Race/ Ethnicity,5
2012,Influenza (Flu) and Pneumonia (J09-J18),Female,Black Non-Hispanic,295
2012,Septicemia (A40-A41),Male,Other Race/ Ethnicity,6
2007,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Not Stated/Unknown,5
2010,All Other Causes,Female,Other Race/ Ethnicity,27
2009,All Other Causes,Female,Black Non-Hispanic,1305
2007,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Female,White Non-Hispanic,89
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,42
2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,43
2009,Chronic Lower Respiratory Diseases (J40-J47),Female,Other Race/ Ethnicity,0
2007,Atherosclerosis (I70),Female,Other Race/ Ethnicity,0
2007,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Hispanic,218
2012,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Not Stated/Unknown,5
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Not Stated/Unknown,0
2012,"Assault (Homicide: Y87.1, X85-Y09)",Female,Other Race/ Ethnicity,0
2008,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,186
2008,Influenza (Flu) and Pneumonia (J09-J18),Female,Black Non-Hispanic,318
2012,Cerebrovascular Disease (Stroke: I60-I69),Female,White Non-Hispanic,416
2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Not Stated/Unknown,10
2010,Influenza (Flu) and Pneumonia (J09-J18),Female,Black Non-Hispanic,275
2008,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,104
2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Other Race/ Ethnicity,5
2008,Cerebrovascular Disease (Stroke: I60-I69),Male,Black Non-Hispanic,206
2013,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,24
2011,Cerebrovascular Disease (Stroke: I60-I69),Male,Black Non-Hispanic,200
2007,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,116
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,White Non-Hispanic,279
2011,Malignant Neoplasms (Cancer: C00-C97),Male,White Non-Hispanic,3222
2010,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Female,Black Non-Hispanic,86
2010,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,29
2009,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,0
2014,Influenza (Flu) and Pneumonia (J09-J18),Male,White Non-Hispanic,502
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Black Non-Hispanic,2015
2012,Aortic Aneurysm and Dissection (I71),Female,Other Race/ Ethnicity,0
2009,Malignant Neoplasms (Cancer: C00-C97),Female,Black Non-Hispanic,1735
2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Not Stated/Unknown,0
2010,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Asian and Pacific Islander,18
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,63
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1382
2013,Cerebrovascular Disease (Stroke: I60-I69),Male,Other Race/ Ethnicity,10
2013,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,78
2011,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,46
2007,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,13
2012,All Other Causes,Female,Hispanic,1109
2011,Alzheimer's Disease (G30),Female,Black Non-Hispanic,90
2013,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,96
2009,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,14
2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,White Non-Hispanic,4156
2013,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,15
2013,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Female,Other Race/ Ethnicity,0
2008,All Other Causes,Male,Not Stated/Unknown,67
2013,Influenza (Flu) and Pneumonia (J09-J18),Male,Black Non-Hispanic,274
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1348
2014,Cerebrovascular Disease (Stroke: I60-I69),Female,Black Non-Hispanic,274
2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,White Non-Hispanic,177
2014,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Other Race/ Ethnicity,8
2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1263
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1261
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Other Race/ Ethnicity,68
2014,Chronic Lower Respiratory Diseases (J40-J47),Female,Black Non-Hispanic,220
2010,Malignant Neoplasms (Cancer: C00-C97),Female,White Non-Hispanic,3438
2011,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,36
2010,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,95
2010,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,83
2008,Diabetes Mellitus (E10-E14),Male,Hispanic,191
2013,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,158
2012,"Essential Hypertension and Renal Diseases (I10, I12)",Female,White Non-Hispanic,199
2009,Chronic Lower Respiratory Diseases (J40-J47),Male,White Non-Hispanic,371
2012,Chronic Lower Respiratory Diseases (J40-J47),Male,Black Non-Hispanic,184
2007,Diabetes Mellitus (E10-E14),Female,Hispanic,205
2013,All Other Causes,Male,White Non-Hispanic,2293
2012,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,205
2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Not Stated/Unknown,0
2013,Diabetes Mellitus (E10-E14),Male,Not Stated/Unknown,19
2009,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,17
2013,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,60
2008,All Other Causes,Female,Asian and Pacific Islander,214
2009,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Asian and Pacific Islander,35
2008,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Other Race/ Ethnicity,0
2007,Chronic Lower Respiratory Diseases (J40-J47),Female,Other Race/ Ethnicity,0
2014,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,91
2008,Diabetes Mellitus (E10-E14),Female,Black Non-Hispanic,380
2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,469
2014,Chronic Lower Respiratory Diseases (J40-J47),Male,White Non-Hispanic,399
2011,Septicemia (A40-A41),Female,Not Stated/Unknown,0
2014,Influenza (Flu) and Pneumonia (J09-J18),Female,Other Race/ Ethnicity,9
2010,Insitu or Benign / Uncertain Neoplasms (D00-D48),Female,Other Race/ Ethnicity,0
2014,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,White Non-Hispanic,204
2008,"Essential Hypertension and Renal Diseases (I10, I12)",Female,White Non-Hispanic,151
2008,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Hispanic,149
2009,Alzheimer's Disease (G30),Female,Black Non-Hispanic,79
2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,White Non-Hispanic,221
2014,Chronic Lower Respiratory Diseases (J40-J47),Female,White Non-Hispanic,515
2010,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,526
2008,All Other Causes,Female,White Non-Hispanic,1706
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Hispanic,58
2008,Aortic Aneurysm and Dissection (I71),Male,Other Race/ Ethnicity,0
2008,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Other Race/ Ethnicity,0
2007,Influenza (Flu) and Pneumonia (J09-J18),Female,Black Non-Hispanic,295
2008,"Chronic Liver Disease and Cirrhosis (K70, K73)",Female,Hispanic,63
2010,Influenza (Flu) and Pneumonia (J09-J18),Female,Other Race/ Ethnicity,0
2012,Cerebrovascular Disease (Stroke: I60-I69),Female,Black Non-Hispanic,271
2012,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,9
2012,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,15
2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Black Non-Hispanic,2725
2013,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,80
2007,Influenza (Flu) and Pneumonia (J09-J18),Male,Other Race/ Ethnicity,7
2010,Chronic Lower Respiratory Diseases (J40-J47),Male,Black Non-Hispanic,202
2008,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1080
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,554
2007,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,66
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,54
2007,Cerebrovascular Disease (Stroke: I60-I69),Male,Other Race/ Ethnicity,7
2007,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Black Non-Hispanic,377
2012,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Black Non-Hispanic,143
2009,Chronic Lower Respiratory Diseases (J40-J47),Female,White Non-Hispanic,458
2012,Diabetes Mellitus (E10-E14),Female,White Non-Hispanic,240
2008,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Not Stated/Unknown,13
2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,546
2014,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Other Race/ Ethnicity,5
2011,Chronic Lower Respiratory Diseases (J40-J47),Female,White Non-Hispanic,510
2011,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1085
2007,Chronic Lower Respiratory Diseases (J40-J47),Female,White Non-Hispanic,472
2007,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,22
2011,Diabetes Mellitus (E10-E14),Male,White Non-Hispanic,258
2007,"Essential Hypertension and Renal Diseases (I10, I12)",Male,White Non-Hispanic,123
2007,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,190
2007,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Not Stated/Unknown,6
2007,Malignant Neoplasms (Cancer: C00-C97),Male,White Non-Hispanic,3356
2010,"Assault (Homicide: Y87.1, X85-Y09)",Male,Black Non-Hispanic,299
2012,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,White Non-Hispanic,177
2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,White Non-Hispanic,211
2011,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Female,Not Stated/Unknown,0
2008,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,12
2009,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,216
2009,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,398
2012,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Not Stated/Unknown,17
2012,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,36
2008,All Other Causes,Female,Black Non-Hispanic,1268
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,25
2013,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,33
2008,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Black Non-Hispanic,146
2009,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,183
2008,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Other Race/ Ethnicity,0
2013,Diabetes Mellitus (E10-E14),Female,Black Non-Hispanic,410
2014,Chronic Lower Respiratory Diseases (J40-J47),Male,Black Non-Hispanic,186
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,95
2007,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,47
2007,Diabetes Mellitus (E10-E14),Female,Black Non-Hispanic,358
2013,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,9
2008,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Black Non-Hispanic,134
2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,White Non-Hispanic,297
2014,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,95
2013,Septicemia (A40-A41),Female,Asian and Pacific Islander,16
2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,White Non-Hispanic,6836
2007,Cerebrovascular Disease (Stroke: I60-I69),Male,White Non-Hispanic,267
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,394
2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,92
2012,Malignant Neoplasms (Cancer: C00-C97),Female,Black Non-Hispanic,1912
2007,All Other Causes,Male,White Non-Hispanic,1749
2008,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Not Stated/Unknown,9
2011,Influenza (Flu) and Pneumonia (J09-J18),Male,White Non-Hispanic,646
2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Not Stated/Unknown,17
2011,All Other Causes,Male,Asian and Pacific Islander,340
2011,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,5
2008,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,156
2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Black Non-Hispanic,2077
2013,Septicemia (A40-A41),Female,White Non-Hispanic,135
2009,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,White Non-Hispanic,191
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,106
2013,All Other Causes,Female,Black Non-Hispanic,1557
2011,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Hispanic,167
2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,White Non-Hispanic,184
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,478
2012,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1125
2013,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,222
2010,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,414
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Black Non-Hispanic,2282
2009,Influenza (Flu) and Pneumonia (J09-J18),Female,White Non-Hispanic,629
2008,"Essential Hypertension and Renal Diseases (I10, I12)",Male,White Non-Hispanic,165
2012,Diabetes Mellitus (E10-E14),Male,Black Non-Hispanic,308
2013,Chronic Lower Respiratory Diseases (J40-J47),Female,White Non-Hispanic,521
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,132
2008,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,47
2012,All Other Causes,Male,Hispanic,1199
2014,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Female,Black Non-Hispanic,90
2012,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Hispanic,60
2007,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,0
2009,All Other Causes,Male,Other Race/ Ethnicity,18
2010,Atherosclerosis (I70),Female,Not Stated/Unknown,0
2011,"Essential Hypertension and Renal Diseases (I10, I12)",Female,White Non-Hispanic,199
2008,Alzheimer's Disease (G30),Female,White Non-Hispanic,151
2014,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,112
2011,Cerebrovascular Disease (Stroke: I60-I69),Female,Other Race/ Ethnicity,5
2012,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,173
2012,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Black Non-Hispanic,223
2010,Alzheimer's Disease (G30),Female,White Non-Hispanic,247
2007,"Assault (Homicide: Y87.1, X85-Y09)",Female,Other Race/ Ethnicity,0
2011,Chronic Lower Respiratory Diseases (J40-J47),Female,Other Race/ Ethnicity,0
2009,Diabetes Mellitus (E10-E14),Female,Hispanic,215
2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Black Non-Hispanic,152
2008,Chronic Lower Respiratory Diseases (J40-J47),Female,White Non-Hispanic,518
2014,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,502
2013,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,94
2010,Influenza (Flu) and Pneumonia (J09-J18),Male,Other Race/ Ethnicity,6
2013,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1146
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,70
2013,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Black Non-Hispanic,107
2009,Diabetes Mellitus (E10-E14),Male,Hispanic,172
2012,Chronic Lower Respiratory Diseases (J40-J47),Female,Black Non-Hispanic,204
2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1445
2014,Chronic Lower Respiratory Diseases (J40-J47),Female,Other Race/ Ethnicity,6
2012,Alzheimer's Disease (G30),Female,Hispanic,126
2012,Malignant Neoplasms (Cancer: C00-C97),Female,White Non-Hispanic,3256
2011,Malignant Neoplasms (Cancer: C00-C97),Female,White Non-Hispanic,3371
2013,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Black Non-Hispanic,148
2009,Malignant Neoplasms (Cancer: C00-C97),Male,White Non-Hispanic,3236
2009,"Assault (Homicide: Y87.1, X85-Y09)",Male,Not Stated/Unknown,7
2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,99
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,5
2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Not Stated/Unknown,0
2010,"Essential Hypertension and Renal Diseases (I10, I12)",Male,White Non-Hispanic,153
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Other Race/ Ethnicity,0
2011,Chronic Lower Respiratory Diseases (J40-J47),Male,White Non-Hispanic,444
2013,Diabetes Mellitus (E10-E14),Female,White Non-Hispanic,238
2007,Influenza (Flu) and Pneumonia (J09-J18),Female,White Non-Hispanic,659
2012,All Other Causes,Female,Black Non-Hispanic,1483
2008,All Other Causes,Male,Asian and Pacific Islander,238
2010,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,25
2008,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,227
2012,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,34
2009,All Other Causes,Female,Not Stated/Unknown,26
2010,All Other Causes,Female,Black Non-Hispanic,1326
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,554
2011,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Not Stated/Unknown,0
2014,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,36
2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Asian and Pacific Islander,46
2014,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Black Non-Hispanic,102
2011,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Black Non-Hispanic,154
2012,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Not Stated/Unknown,0
2009,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,47
2011,Cerebrovascular Disease (Stroke: I60-I69),Female,White Non-Hispanic,466
2013,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Hispanic,149
2010,All Other Causes,Female,Hispanic,1007
2009,All Other Causes,Male,Black Non-Hispanic,1246
2008,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,52
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Black Non-Hispanic,2243
2014,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Female,Not Stated/Unknown,0
2010,Malignant Neoplasms (Cancer: C00-C97),Female,Black Non-Hispanic,1768
2012,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,White Non-Hispanic,286
2007,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,0
2012,Septicemia (A40-A41),Female,White Non-Hispanic,113
2011,All Other Causes,Female,Not Stated/Unknown,14
2007,Malignant Neoplasms (Cancer: C00-C97),Male,Black Non-Hispanic,1523
2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,White Non-Hispanic,4719
2009,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,55
2009,Chronic Lower Respiratory Diseases (J40-J47),Male,Black Non-Hispanic,147
2013,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Not Stated/Unknown,16
2013,Alzheimer's Disease (G30),Female,Not Stated/Unknown,8
2011,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,83
2010,Influenza (Flu) and Pneumonia (J09-J18),Male,White Non-Hispanic,614
2011,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,0
2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Not Stated/Unknown,7
2008,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,53
2010,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,12
2014,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,50
2007,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Asian and Pacific Islander,22
2011,All Other Causes,Male,Hispanic,1207
2014,Cerebrovascular Disease (Stroke: I60-I69),Male,Black Non-Hispanic,197
2008,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,344
2012,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,158
2007,Aortic Aneurysm and Dissection (I71),Female,Not Stated/Unknown,0
2012,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,461
